국적,목적,YearMonth,Headcount
파키스탄,상용,2019-03-01,233
파키스탄,공용,2019-03-01,14
파키스탄,유학연수,2019-03-01,256
파키스탄,기타,2019-03-01,494
방글라데시,관광,2019-03-01,206
방글라데시,상용,2019-03-01,148
방글라데시,공용,2019-03-01,107
방글라데시,유학연수,2019-03-01,230
방글라데시,기타,2019-03-01,1013
중  국,관광,2019-03-01,369165
중  국,상용,2019-03-01,3933
중  국,공용,2019-03-01,414
중  국,유학연수,2019-03-01,32532
중  국,기타,2019-03-01,81579
대  만,관광,2019-03-01,96643
대  만,상용,2019-03-01,64
대  만,공용,2019-03-01,12
대  만,유학연수,2019-03-01,460
대  만,기타,2019-03-01,1331
필리핀,관광,2019-03-01,21542
필리핀,상용,2019-03-01,166
필리핀,공용,2019-03-01,119
필리핀,유학연수,2019-03-01,108
필리핀,기타,2019-03-01,16766
홍  콩,관광,2019-03-01,44679
홍  콩,상용,2019-03-01,61
홍  콩,공용,2019-03-01,5
홍  콩,유학연수,2019-03-01,265
홍  콩,기타,2019-03-01,1058
태  국,관광,2019-03-01,45605
태  국,상용,2019-03-01,66
태  국,공용,2019-03-01,397
태  국,유학연수,2019-03-01,136
태  국,기타,2019-03-01,6896
말레이시아,관광,2019-03-01,37653
말레이시아,상용,2019-03-01,107
말레이시아,공용,2019-03-01,7
말레이시아,유학연수,2019-03-01,286
말레이시아,기타,2019-03-01,2736
싱가포르,관광,2019-03-01,20524
싱가포르,상용,2019-03-01,161
싱가포르,공용,2019-03-01,7
싱가포르,유학연수,2019-03-01,49
싱가포르,기타,2019-03-01,1364
인도네시아,관광,2019-03-01,18857
인도네시아,상용,2019-03-01,242
인도네시아,공용,2019-03-01,135
인도네시아,유학연수,2019-03-01,277
인도네시아,기타,2019-03-01,6115
아시아주 기타,관광,2019-03-01,5531
아시아주 기타,상용,2019-03-01,148
아시아주 기타,공용,2019-03-01,323
아시아주 기타,유학연수,2019-03-01,435
아시아주 기타,기타,2019-03-01,3850
중 동,관광,2019-03-01,13177
중 동,상용,2019-03-01,1494
중 동,공용,2019-03-01,129
중 동,유학연수,2019-03-01,1291
중 동,기타,2019-03-01,6759
우즈베키스탄,관광,2019-03-01,3150
우즈베키스탄,상용,2019-03-01,896
우즈베키스탄,공용,2019-03-01,0
우즈베키스탄,유학연수,2019-03-01,863
우즈베키스탄,기타,2019-03-01,3496
터  키,관광,2019-03-01,1369
터  키,상용,2019-03-01,15
터  키,공용,2019-03-01,73
터  키,유학연수,2019-03-01,38
터  키,기타,2019-03-01,1037
이스라엘,관광,2019-03-01,1549
이스라엘,상용,2019-03-01,11
이스라엘,공용,2019-03-01,1
이스라엘,유학연수,2019-03-01,1
이스라엘,기타,2019-03-01,51
이  란,관광,2019-03-01,195
이  란,상용,2019-03-01,95
이  란,공용,2019-03-01,8
이  란,유학연수,2019-03-01,30
이  란,기타,2019-03-01,54
카자흐스탄,관광,2019-03-01,3202
카자흐스탄,상용,2019-03-01,11
카자흐스탄,공용,2019-03-01,3
카자흐스탄,유학연수,2019-03-01,178
카자흐스탄,기타,2019-03-01,1521
요르단,관광,2019-03-01,112
요르단,상용,2019-03-01,72
요르단,공용,2019-03-01,5
요르단,유학연수,2019-03-01,6
요르단,기타,2019-03-01,49
사우디아라비아,관광,2019-03-01,563
사우디아라비아,상용,2019-03-01,7
사우디아라비아,공용,2019-03-01,1
사우디아라비아,유학연수,2019-03-01,71
사우디아라비아,기타,2019-03-01,51
이라크,관광,2019-03-01,138
이라크,상용,2019-03-01,130
이라크,공용,2019-03-01,0
이라크,유학연수,2019-03-01,2
이라크,기타,2019-03-01,16
중 동 기타,관광,2019-03-01,2899
중 동 기타,상용,2019-03-01,257
중 동 기타,공용,2019-03-01,38
중 동 기타,유학연수,2019-03-01,102
중 동 기타,기타,2019-03-01,484
미 주,관광,2019-03-01,84973
미 주,상용,2019-03-01,490
미 주,공용,2019-03-01,2302
미 주,유학연수,2019-03-01,345
미 주,기타,2019-03-01,21917
미  국,관광,2019-03-01,65448
미  국,상용,2019-03-01,400
미  국,공용,2019-03-01,2221
미  국,유학연수,2019-03-01,190
미  국,기타,2019-03-01,16016
에콰도르,관광,2019-03-01,175
에콰도르,상용,2019-03-01,0
에콰도르,공용,2019-03-01,1
에콰도르,유학연수,2019-03-01,16
에콰도르,기타,2019-03-01,73
쿠  바,관광,2019-03-01,1
쿠  바,상용,2019-03-01,1
쿠  바,공용,2019-03-01,0
쿠  바,유학연수,2019-03-01,6
쿠  바,기타,2019-03-01,4
캐나다,관광,2019-03-01,14313
캐나다,상용,2019-03-01,42
캐나다,공용,2019-03-01,38
캐나다,유학연수,2019-03-01,37
캐나다,기타,2019-03-01,4240
브라질,관광,2019-03-01,1250
브라질,상용,2019-03-01,19
브라질,공용,2019-03-01,15
브라질,유학연수,2019-03-01,21
브라질,기타,2019-03-01,368
멕시코,관광,2019-03-01,1663
멕시코,상용,2019-03-01,7
멕시코,공용,2019-03-01,1
멕시코,유학연수,2019-03-01,18
멕시코,기타,2019-03-01,512
칠  레,관광,2019-03-01,396
칠  레,상용,2019-03-01,1
칠  레,공용,2019-03-01,0
칠  레,유학연수,2019-03-01,3
칠  레,기타,2019-03-01,52
아르헨티나,관광,2019-03-01,291
아르헨티나,상용,2019-03-01,3
아르헨티나,공용,2019-03-01,7
아르헨티나,유학연수,2019-03-01,3
아르헨티나,기타,2019-03-01,97
콜롬비아,관광,2019-03-01,500
콜롬비아,상용,2019-03-01,2
콜롬비아,공용,2019-03-01,1
콜롬비아,유학연수,2019-03-01,17
콜롬비아,기타,2019-03-01,62
페  루,관광,2019-03-01,283
페  루,상용,2019-03-01,1
페  루,공용,2019-03-01,2
페  루,유학연수,2019-03-01,10
페  루,기타,2019-03-01,39
베네수엘라,관광,2019-03-01,87
베네수엘라,상용,2019-03-01,1
베네수엘라,공용,2019-03-01,1
베네수엘라,유학연수,2019-03-01,3
베네수엘라,기타,2019-03-01,81
미 주 기타,관광,2019-03-01,566
미 주 기타,상용,2019-03-01,13
미 주 기타,공용,2019-03-01,15
미 주 기타,유학연수,2019-03-01,21
미 주 기타,기타,2019-03-01,373
구 주,관광,2019-03-01,66992
구 주,상용,2019-03-01,1200
구 주,공용,2019-03-01,228
구 주,유학연수,2019-03-01,930
구 주,기타,2019-03-01,18455
러시아(연방),관광,2019-03-01,20692
러시아(연방),상용,2019-03-01,141
러시아(연방),공용,2019-03-01,13
러시아(연방),유학연수,2019-03-01,182
러시아(연방),기타,2019-03-01,6964
폴란드,관광,2019-03-01,1264
폴란드,상용,2019-03-01,8
폴란드,공용,2019-03-01,1
폴란드,유학연수,2019-03-01,21
폴란드,기타,2019-03-01,666
덴마크,관광,2019-03-01,813
덴마크,상용,2019-03-01,11
덴마크,공용,2019-03-01,5
덴마크,유학연수,2019-03-01,10
덴마크,기타,2019-03-01,162
그리스,관광,2019-03-01,509
그리스,상용,2019-03-01,13
그리스,공용,2019-03-01,10
그리스,유학연수,2019-03-01,1
그리스,기타,2019-03-01,270
스위스,관광,2019-03-01,1054
스위스,상용,2019-03-01,13
스위스,공용,2019-03-01,1
스위스,유학연수,2019-03-01,21
스위스,기타,2019-03-01,135
노르웨이,관광,2019-03-01,723
노르웨이,상용,2019-03-01,37
노르웨이,공용,2019-03-01,1
노르웨이,유학연수,2019-03-01,24
노르웨이,기타,2019-03-01,73
스페인,관광,2019-03-01,1675
스페인,상용,2019-03-01,21
스페인,공용,2019-03-01,10
스페인,유학연수,2019-03-01,36
스페인,기타,2019-03-01,265
루마니아,관광,2019-03-01,494
루마니아,상용,2019-03-01,5
루마니아,공용,2019-03-01,3
루마니아,유학연수,2019-03-01,2
루마니아,기타,2019-03-01,540
벨기에,관광,2019-03-01,1161
벨기에,상용,2019-03-01,16
벨기에,공용,2019-03-01,20
벨기에,유학연수,2019-03-01,9
벨기에,기타,2019-03-01,194
독  일,관광,2019-03-01,9496
독  일,상용,2019-03-01,219
독  일,공용,2019-03-01,29
독  일,유학연수,2019-03-01,106
독  일,기타,2019-03-01,1292
영  국,관광,2019-03-01,11064
영  국,상용,2019-03-01,126
영  국,공용,2019-03-01,13
영  국,유학연수,2019-03-01,50
영  국,기타,2019-03-01,1560
프랑스,관광,2019-03-01,5824
프랑스,상용,2019-03-01,274
프랑스,공용,2019-03-01,60
프랑스,유학연수,2019-03-01,245
프랑스,기타,2019-03-01,1066
네덜란드,관광,2019-03-01,2219
네덜란드,상용,2019-03-01,47
네덜란드,공용,2019-03-01,12
네덜란드,유학연수,2019-03-01,20
네덜란드,기타,2019-03-01,600
우크라이나,관광,2019-03-01,630
우크라이나,상용,2019-03-01,95
우크라이나,공용,2019-03-01,6
우크라이나,유학연수,2019-03-01,17
우크라이나,기타,2019-03-01,1620
이탈리아,관광,2019-03-01,2931
이탈리아,상용,2019-03-01,64
이탈리아,공용,2019-03-01,10
이탈리아,유학연수,2019-03-01,33
이탈리아,기타,2019-03-01,545
불가리아,관광,2019-03-01,212
불가리아,상용,2019-03-01,3
불가리아,공용,2019-03-01,1
불가리아,유학연수,2019-03-01,3
불가리아,기타,2019-03-01,236
스웨덴,관광,2019-03-01,1261
스웨덴,상용,2019-03-01,30
스웨덴,공용,2019-03-01,9
스웨덴,유학연수,2019-03-01,47
스웨덴,기타,2019-03-01,111
구 주 기타,관광,2019-03-01,4970
구 주 기타,상용,2019-03-01,77
구 주 기타,공용,2019-03-01,24
구 주 기타,유학연수,2019-03-01,103
구 주 기타,기타,2019-03-01,2156
대양주,관광,2019-03-01,12900
대양주,상용,2019-03-01,125
대양주,공용,2019-03-01,41
대양주,유학연수,2019-03-01,17
대양주,기타,2019-03-01,2061
오스트레일리아,관광,2019-03-01,10769
오스트레일리아,상용,2019-03-01,99
오스트레일리아,공용,2019-03-01,31
오스트레일리아,유학연수,2019-03-01,13
오스트레일리아,기타,2019-03-01,1351
뉴질랜드,관광,2019-03-01,1800
뉴질랜드,상용,2019-03-01,24
뉴질랜드,공용,2019-03-01,4
뉴질랜드,유학연수,2019-03-01,2
뉴질랜드,기타,2019-03-01,621
키리바시,관광,2019-03-01,29
키리바시,공용,2019-03-01,1
키리바시,유학연수,2019-03-01,0
키리바시,기타,2019-03-01,52
피  지,관광,2019-03-01,180
피  지,공용,2019-03-01,4
피  지,유학연수,2019-03-01,1
피  지,기타,2019-03-01,9
대양주 기타,관광,2019-03-01,122
대양주 기타,상용,2019-03-01,2
대양주 기타,공용,2019-03-01,1
대양주 기타,유학연수,2019-03-01,1
대양주 기타,기타,2019-03-01,28
아프리카주,관광,2019-03-01,1755
아프리카주,상용,2019-03-01,836
아프리카주,공용,2019-03-01,89
아프리카주,유학연수,2019-03-01,265
아프리카주,기타,2019-03-01,1798
남아프리카 공화국,관광,2019-03-01,488
남아프리카 공화국,상용,2019-03-01,5
남아프리카 공화국,공용,2019-03-01,2
남아프리카 공화국,유학연수,2019-03-01,6
남아프리카 공화국,기타,2019-03-01,444
나이지리아,관광,2019-03-01,77
나이지리아,상용,2019-03-01,76
나이지리아,공용,2019-03-01,2
나이지리아,유학연수,2019-03-01,30
나이지리아,기타,2019-03-01,43
이집트,관광,2019-03-01,156
이집트,상용,2019-03-01,148
이집트,공용,2019-03-01,0
이집트,유학연수,2019-03-01,27
이집트,기타,2019-03-01,182
아프리카주 기타,관광,2019-03-01,1034
아프리카주 기타,상용,2019-03-01,607
아프리카주 기타,공용,2019-03-01,85
아프리카주 기타,유학연수,2019-03-01,202
아프리카주 기타,기타,2019-03-01,1129
기 타,관광,2019-03-01,38
기 타,상용,2019-03-01,2
기 타,공용,2019-03-01,0
기 타,유학연수,2019-03-01,0
기 타,기타,2019-03-01,19242
교포,기타,2019-03-01,19225
미상,관광,2019-03-01,38
미상,상용,2019-03-01,2
미상,공용,2019-03-01,0
미상,유학연수,2019-03-01,0
미상,기타,2019-03-01,17
전 체, ,2019-03-01,1535641
전 체, ,2019-03-01,0
아시아주,관광,2019-04-01,1145821
아시아주,상용,2019-04-01,11086
아시아주,공용,2019-04-01,2429
아시아주,유학연수,2019-04-01,12535
아시아주,기타,2019-04-01,144663
일  본,관광,2019-04-01,283101
일  본,상용,2019-04-01,1584
일  본,공용,2019-04-01,126
일  본,유학연수,2019-04-01,333
일  본,기타,2019-04-01,4948
인  도,관광,2019-04-01,4088
인  도,상용,2019-04-01,3039
인  도,공용,2019-04-01,53
인  도,유학연수,2019-04-01,75
인  도,기타,2019-04-01,5678
베트남,관광,2019-04-01,51939
베트남,상용,2019-04-01,1271
베트남,공용,2019-04-01,283
베트남,유학연수,2019-04-01,1284
베트남,기타,2019-04-01,8392
미얀마,관광,2019-04-01,2716
미얀마,상용,2019-04-01,13
미얀마,공용,2019-04-01,62
미얀마,유학연수,2019-04-01,17
미얀마,기타,2019-04-01,4464
몽  골,관광,2019-04-01,6389
몽  골,상용,2019-04-01,83
몽  골,공용,2019-04-01,299
몽  골,유학연수,2019-04-01,248
몽  골,기타,2019-04-01,563
스리랑카,관광,2019-04-01,313
스리랑카,상용,2019-04-01,72
스리랑카,공용,2019-04-01,6
스리랑카,유학연수,2019-04-01,8
스리랑카,기타,2019-04-01,1079
파키스탄,관광,2019-04-01,361
파키스탄,상용,2019-04-01,315
파키스탄,공용,2019-04-01,36
파키스탄,유학연수,2019-04-01,66
파키스탄,기타,2019-04-01,440
방글라데시,관광,2019-04-01,275
방글라데시,상용,2019-04-01,137
방글라데시,공용,2019-04-01,125
방글라데시,유학연수,2019-04-01,49
방글라데시,기타,2019-04-01,732
중  국,관광,2019-04-01,410542
중  국,상용,2019-04-01,3575
중  국,공용,2019-04-01,362
중  국,유학연수,2019-04-01,9959
중  국,기타,2019-04-01,68812
대  만,관광,2019-04-01,111505
대  만,상용,2019-04-01,73
대  만,공용,2019-04-01,13
대  만,유학연수,2019-04-01,147
대  만,기타,2019-04-01,1334
필리핀,관광,2019-04-01,43794
필리핀,상용,2019-04-01,228
필리핀,공용,2019-04-01,167
필리핀,유학연수,2019-04-01,45
필리핀,기타,2019-04-01,22291
홍  콩,관광,2019-04-01,75074
홍  콩,상용,2019-04-01,47
홍  콩,공용,2019-04-01,2
홍  콩,유학연수,2019-04-01,90
홍  콩,기타,2019-04-01,891
태  국,관광,2019-04-01,61999
태  국,상용,2019-04-01,53
태  국,공용,2019-04-01,401
태  국,유학연수,2019-04-01,55
태  국,기타,2019-04-01,7218
말레이시아,관광,2019-04-01,40894
말레이시아,상용,2019-04-01,120
말레이시아,공용,2019-04-01,4
말레이시아,유학연수,2019-04-01,27
말레이시아,기타,2019-04-01,2681
싱가포르,관광,2019-04-01,21814
싱가포르,상용,2019-04-01,116
싱가포르,공용,2019-04-01,1
싱가포르,유학연수,2019-04-01,19
싱가포르,기타,2019-04-01,1357
인도네시아,관광,2019-04-01,22596
인도네시아,상용,2019-04-01,225
인도네시아,공용,2019-04-01,207
인도네시아,유학연수,2019-04-01,54
인도네시아,기타,2019-04-01,8345
아시아주 기타,관광,2019-04-01,8421
아시아주 기타,상용,2019-04-01,135
아시아주 기타,공용,2019-04-01,282
아시아주 기타,유학연수,2019-04-01,59
아시아주 기타,기타,2019-04-01,5438
중 동,관광,2019-04-01,14656
중 동,상용,2019-04-01,1210
중 동,공용,2019-04-01,210
중 동,유학연수,2019-04-01,213
중 동,기타,2019-04-01,6379
우즈베키스탄,관광,2019-04-01,3270
우즈베키스탄,상용,2019-04-01,651
우즈베키스탄,공용,2019-04-01,4
우즈베키스탄,유학연수,2019-04-01,109
우즈베키스탄,기타,2019-04-01,3344
터  키,관광,2019-04-01,1687
터  키,상용,2019-04-01,12
터  키,공용,2019-04-01,142
터  키,유학연수,2019-04-01,13
터  키,기타,2019-04-01,972
이스라엘,관광,2019-04-01,2161
이스라엘,상용,2019-04-01,11
이스라엘,공용,2019-04-01,0
이스라엘,유학연수,2019-04-01,2
이스라엘,기타,2019-04-01,47
이  란,관광,2019-04-01,148
이  란,상용,2019-04-01,79
이  란,공용,2019-04-01,5
이  란,유학연수,2019-04-01,12
이  란,기타,2019-04-01,54
카자흐스탄,관광,2019-04-01,3129
카자흐스탄,상용,2019-04-01,20
카자흐스탄,공용,2019-04-01,11
카자흐스탄,유학연수,2019-04-01,17
카자흐스탄,기타,2019-04-01,1441
요르단,관광,2019-04-01,170
요르단,상용,2019-04-01,78
요르단,공용,2019-04-01,1
요르단,유학연수,2019-04-01,4
요르단,기타,2019-04-01,40
사우디아라비아,관광,2019-04-01,928
사우디아라비아,상용,2019-04-01,11
사우디아라비아,공용,2019-04-01,6
사우디아라비아,유학연수,2019-04-01,20
사우디아라비아,기타,2019-04-01,45
이라크,관광,2019-04-01,145
이라크,상용,2019-04-01,113
이라크,공용,2019-04-01,1
이라크,유학연수,2019-04-01,2
이라크,기타,2019-04-01,9
중 동 기타,관광,2019-04-01,3018
중 동 기타,상용,2019-04-01,235
중 동 기타,공용,2019-04-01,40
중 동 기타,유학연수,2019-04-01,34
중 동 기타,기타,2019-04-01,427
미 주,관광,2019-04-01,108562
미 주,상용,2019-04-01,452
미 주,공용,2019-04-01,3873
미 주,유학연수,2019-04-01,167
미 주,기타,2019-04-01,20763
미  국,관광,2019-04-01,83521
미  국,상용,2019-04-01,352
미  국,공용,2019-04-01,3763
미  국,유학연수,2019-04-01,113
미  국,기타,2019-04-01,14775
에콰도르,관광,2019-04-01,141
에콰도르,상용,2019-04-01,0
에콰도르,공용,2019-04-01,0
에콰도르,유학연수,2019-04-01,5
에콰도르,기타,2019-04-01,44
쿠  바,관광,2019-04-01,27
쿠  바,상용,2019-04-01,0
쿠  바,공용,2019-04-01,0
쿠  바,유학연수,2019-04-01,0
쿠  바,기타,2019-04-01,5
캐나다,관광,2019-04-01,17275
캐나다,상용,2019-04-01,44
캐나다,공용,2019-04-01,43
캐나다,유학연수,2019-04-01,15
캐나다,기타,2019-04-01,3984
브라질,관광,2019-04-01,1752
브라질,상용,2019-04-01,15
브라질,공용,2019-04-01,16
브라질,유학연수,2019-04-01,5
브라질,기타,2019-04-01,424
멕시코,관광,2019-04-01,2722
멕시코,상용,2019-04-01,7
멕시코,공용,2019-04-01,7
멕시코,유학연수,2019-04-01,15
멕시코,기타,2019-04-01,547
칠  레,관광,2019-04-01,624
칠  레,상용,2019-04-01,5
칠  레,공용,2019-04-01,12
칠  레,유학연수,2019-04-01,0
칠  레,기타,2019-04-01,56
아르헨티나,관광,2019-04-01,509
아르헨티나,상용,2019-04-01,8
아르헨티나,공용,2019-04-01,2
아르헨티나,유학연수,2019-04-01,0
