국적,목적,연도,월,분기,계절,입국자수
태국,공용,2010,12,4,겨울,1279
태국,기타,2010,12,4,겨울,1304
중국,관광,2011,1,1,봄,6313
중국,상용,2011,1,1,봄,4675
중국,공용,2011,1,1,봄,3141
중국,기타,2011,1,1,봄,3078
일본,관광,2011,1,1,봄,4203
일본,상용,2011,1,1,봄,3182
일본,공용,2011,1,1,봄,2132
일본,기타,2011,1,1,봄,2058
미국,관광,2011,1,1,봄,3112
미국,상용,2011,1,1,봄,2398
미국,공용,2011,1,1,봄,1556
미국,기타,2011,1,1,봄,1547
베트남,관광,2011,1,1,봄,2150
베트남,상용,2011,1,1,봄,1485
베트남,공용,2011,1,1,봄,1030
베트남,기타,2011,1,1,봄,1137
태국,관광,2011,1,1,봄,2100
태국,상용,2011,1,1,봄,1546
태국,공용,2011,1,1,봄,1034
태국,기타,2011,1,1,봄,1045
중국,관광,2011,2,1,봄,6559
중국,상용,2011,2,1,봄,4947
중국,공용,2011,2,1,봄,3293
중국,기타,2011,2,1,봄,3353
일본,관광,2011,2,1,봄,4461
일본,상용,2011,2,1,봄,3264
일본,공용,2011,2,1,봄,2208
일본,기타,2011,2,1,봄,2256
미국,관광,2011,2,1,봄,3323
미국,상용,2011,2,1,봄,2527
미국,공용,2011,2,1,봄,1693
미국,기타,2011,2,1,봄,1697
베트남,관광,2011,2,1,봄,2152
베트남,상용,2011,2,1,봄,1672
베트남,공용,2011,2,1,봄,1069
베트남,기타,2011,2,1,봄,1153
태국,관광,2011,2,1,봄,2285
태국,상용,2011,2,1,봄,1669
태국,공용,2011,2,1,봄,1152
태국,기타,2011,2,1,봄,1118
중국,관광,2011,3,1,봄,8183
중국,상용,2011,3,1,봄,6089
중국,공용,2011,3,1,봄,4060
중국,기타,2011,3,1,봄,4038
일본,관광,2011,3,1,봄,5577
일본,상용,2011,3,1,봄,4031
일본,공용,2011,3,1,봄,2760
일본,기타,2011,3,1,봄,2785
미국,관광,2011,3,1,봄,4155
미국,상용,2011,3,1,봄,3103
미국,공용,2011,3,1,봄,2139
미국,기타,2011,3,1,봄,2024
베트남,관광,2011,3,1,봄,2678
베트남,상용,2011,3,1,봄,2008
베트남,공용,2011,3,1,봄,1339
베트남,기타,2011,3,1,봄,1402
태국,관광,2011,3,1,봄,2772
태국,상용,2011,3,1,봄,1974
태국,공용,2011,3,1,봄,1351
태국,기타,2011,3,1,봄,1336
중국,관광,2011,4,2,여름,8532
중국,상용,2011,4,2,여름,6549
중국,공용,2011,4,2,여름,4359
중국,기타,2011,4,2,여름,4240
일본,관광,2011,4,2,여름,5576
일본,상용,2011,4,2,여름,4339
일본,공용,2011,4,2,여름,2818
일본,기타,2011,4,2,여름,2846
미국,관광,2011,4,2,여름,4348
미국,상용,2011,4,2,여름,3186
미국,공용,2011,4,2,여름,2107
미국,기타,2011,4,2,여름,2183
베트남,관광,2011,4,2,여름,2903
베트남,상용,2011,4,2,여름,2197
베트남,공용,2011,4,2,여름,1437
베트남,기타,2011,4,2,여름,1478
태국,관광,2011,4,2,여름,2872
태국,상용,2011,4,2,여름,2181
태국,공용,2011,4,2,여름,1453
태국,기타,2011,4,2,여름,1398
중국,관광,2011,5,2,여름,7962
중국,상용,2011,5,2,여름,5815
중국,공용,2011,5,2,여름,3960
중국,기타,2011,5,2,여름,3917
일본,관광,2011,5,2,여름,5191
일본,상용,2011,5,2,여름,3932
일본,공용,2011,5,2,여름,2705
일본,기타,2011,5,2,여름,2600
미국,관광,2011,5,2,여름,3936
미국,상용,2011,5,2,여름,2888
미국,공용,2011,5,2,여름,1967
미국,기타,2011,5,2,여름,1904
베트남,관광,2011,5,2,여름,2593
베트남,상용,2011,5,2,여름,1999
베트남,공용,2011,5,2,여름,1311
베트남,기타,2011,5,2,여름,1340
태국,관광,2011,5,2,여름,2598
태국,상용,2011,5,2,여름,1899
태국,공용,2011,5,2,여름,1276
태국,기타,2011,5,2,여름,1308
중국,관광,2011,6,2,여름,7374
중국,상용,2011,6,2,여름,5433
중국,공용,2011,6,2,여름,3788
중국,기타,2011,6,2,여름,3733
일본,관광,2011,6,2,여름,5028
일본,상용,2011,6,2,여름,3646
일본,공용,2011,6,2,여름,2438
일본,기타,2011,6,2,여름,2544
미국,관광,2011,6,2,여름,3776
미국,상용,2011,6,2,여름,2753
미국,공용,2011,6,2,여름,1781
미국,기타,2011,6,2,여름,1773
베트남,관광,2011,6,2,여름,2428
베트남,상용,2011,6,2,여름,1822
베트남,공용,2011,6,2,여름,1196
베트남,기타,2011,6,2,여름,1212
태국,관광,2011,6,2,여름,2445
태국,상용,2011,6,2,여름,1817
태국,공용,2011,6,2,여름,1209
태국,기타,2011,6,2,여름,1253
중국,관광,2011,7,3,가을,7720
중국,상용,2011,7,3,가을,5758
중국,공용,2011,7,3,가을,3979
중국,기타,2011,7,3,가을,3794
일본,관광,2011,7,3,가을,5158
일본,상용,2011,7,3,가을,3960
일본,공용,2011,7,3,가을,2612
일본,기타,2011,7,3,가을,2538
미국,관광,2011,7,3,가을,3858
미국,상용,2011,7,3,가을,2833
미국,공용,2011,7,3,가을,1925
미국,기타,2011,7,3,가을,1857
베트남,관광,2011,7,3,가을,2594
베트남,상용,2011,7,3,가을,1959
베트남,공용,2011,7,3,가을,1331
베트남,기타,2011,7,3,가을,1280
태국,관광,2011,7,3,가을,2673
태국,상용,2011,7,3,가을,1907
태국,공용,2011,7,3,가을,1326
태국,기타,2011,7,3,가을,1298
중국,관광,2011,8,3,가을,8932
중국,상용,2011,8,3,가을,6706
중국,공용,2011,8,3,가을,4476
중국,기타,2011,8,3,가을,4396
일본,관광,2011,8,3,가을,6158
일본,상용,2011,8,3,가을,4498
일본,공용,2011,8,3,가을,2988
일본,기타,2011,8,3,가을,2944
미국,관광,2011,8,3,가을,4460
미국,상용,2011,8,3,가을,3292
미국,공용,2011,8,3,가을,2194
미국,기타,2011,8,3,가을,2201
베트남,관광,2011,8,3,가을,3048
베트남,상용,2011,8,3,가을,2328
베트남,공용,2011,8,3,가을,1503
베트남,기타,2011,8,3,가을,1481
태국,관광,2011,8,3,가을,2969
태국,상용,2011,8,3,가을,2250
태국,공용,2011,8,3,가을,1531
태국,기타,2011,8,3,가을,1515
중국,관광,2011,9,3,가을,8111
중국,상용,2011,9,3,가을,6083
중국,공용,2011,9,3,가을,4154
중국,기타,2011,9,3,가을,4144
일본,관광,2011,9,3,가을,5451
일본,상용,2011,9,3,가을,3994
일본,공용,2011,9,3,가을,2820
일본,기타,2011,9,3,가을,2698
미국,관광,2011,9,3,가을,4044
미국,상용,2011,9,3,가을,3066
미국,공용,2011,9,3,가을,2084
미국,기타,2011,9,3,가을,2046
베트남,관광,2011,9,3,가을,2773
베트남,상용,2011,9,3,가을,2096
베트남,공용,2011,9,3,가을,1348
베트남,기타,2011,9,3,가을,1377
태국,관광,2011,9,3,가을,2731
태국,상용,2011,9,3,가을,1945
태국,공용,2011,9,3,가을,1370
태국,기타,2011,9,3,가을,1407
중국,관광,2011,10,4,겨울,9282
중국,상용,2011,10,4,겨울,7076
중국,공용,2011,10,4,겨울,4701
중국,기타,2011,10,4,겨울,4607
일본,관광,2011,10,4,겨울,6315
일본,상용,2011,10,4,겨울,4732
일본,공용,2011,10,4,겨울,3167
일본,기타,2011,10,4,겨울,3149
미국,관광,2011,10,4,겨울,4806
미국,상용,2011,10,4,겨울,3396
미국,공용,2011,10,4,겨울,2392
미국,기타,2011,10,4,겨울,2381
베트남,관광,2011,10,4,겨울,3095
베트남,상용,2011,10,4,겨울,2432
베트남,공용,2011,10,4,겨울,1573
베트남,기타,2011,10,4,겨울,1539
태국,관광,2011,10,4,겨울,3160
태국,상용,2011,10,4,겨울,2370
태국,공용,2011,10,4,겨울,1541
태국,기타,2011,10,4,겨울,1554
중국,관광,2011,11,4,겨울,7760
중국,상용,2011,11,4,겨울,5999
중국,공용,2011,11,4,겨울,3877
중국,기타,2011,11,4,겨울,3775
일본,관광,2011,11,4,겨울,5119
일본,상용,2011,11,4,겨울,3891
일본,공용,2011,11,4,겨울,2561
일본,기타,2011,11,4,겨울,2624
미국,관광,2011,11,4,겨울,3948
미국,상용,2011,11,4,겨울,3009
미국,공용,2011,11,4,겨울,1985
미국,기타,2011,11,4,겨울,1971
베트남,관광,2011,11,4,겨울,2586
베트남,상용,2011,11,4,겨울,2015
베트남,공용,2011,11,4,겨울,1280
베트남,기타,2011,11,4,겨울,1275
태국,관광,2011,11,4,겨울,2548
태국,상용,2011,11,4,겨울,1941
태국,공용,2011,11,4,겨울,1251
태국,기타,2011,11,4,겨울,1303
중국,관광,2011,12,4,겨울,8188
중국,상용,2011,12,4,겨울,6164
중국,공용,2011,12,4,겨울,4024
중국,기타,2011,12,4,겨울,4103
일본,관광,2011,12,4,겨울,5426
일본,상용,2011,12,4,겨울,4124
일본,공용,2011,12,4,겨울,2784
일본,기타,2011,12,4,겨울,2754
미국,관광,2011,12,4,겨울,4077
미국,상용,2011,12,4,겨울,3124
미국,공용,2011,12,4,겨울,2057
미국,기타,2011,12,4,겨울,2007
베트남,관광,2011,12,4,겨울,2744
베트남,상용,2011,12,4,겨울,2052
베트남,공용,2011,12,4,겨울,1325
베트남,기타,2011,12,4,겨울,1343
태국,관광,2011,12,4,겨울,2720
태국,상용,2011,12,4,겨울,1945
태국,공용,2011,12,4,겨울,1386
태국,기타,2011,12,4,겨울,1334
중국,관광,2012,1,1,봄,6420
중국,상용,2012,1,1,봄,4832
중국,공용,2012,1,1,봄,3299
중국,기타,2012,1,1,봄,3215
일본,관광,2012,1,1,봄,4384
일본,상용,2012,1,1,봄,3188
일본,공용,2012,1,1,봄,2156
일본,기타,2012,1,1,봄,2213
미국,관광,2012,1,1,봄,3220
미국,상용,2012,1,1,봄,2482
미국,공용,2012,1,1,봄,1615
미국,기타,2012,1,1,봄,1696
베트남,관광,2012,1,1,봄,2249
베트남,상용,2012,1,1,봄,1624
베트남,공용,2012,1,1,봄,1078
베트남,기타,2012,1,1,봄,1043
태국,관광,2012,1,1,봄,2190
태국,상용,2012,1,1,봄,1610
태국,공용,2012,1,1,봄,1091
태국,기타,2012,1,1,봄,1095
중국,관광,2012,2,1,봄,6850
중국,상용,2012,2,1,봄,5144
중국,공용,2012,2,1,봄,3502
중국,기타,2012,2,1,봄,3421
일본,관광,2012,2,1,봄,4491
일본,상용,2012,2,1,봄,3428
일본,공용,2012,2,1,봄,2317
일본,기타,2012,2,1,봄,2281
미국,관광,2012,2,1,봄,3375
미국,상용,2012,2,1,봄,2454
미국,공용,2012,2,1,봄,1676
미국,기타,2012,2,1,봄,1728
베트남,관광,2012,2,1,봄,2295
베트남,상용,2012,2,1,봄,1826
베트남,공용,2012,2,1,봄,1195
베트남,기타,2012,2,1,봄,1204
태국,관광,2012,2,1,봄,2313
태국,상용,2012,2,1,봄,1753
태국,공용,2012,2,1,봄,1165
태국,기타,2012,2,1,봄,1171
중국,관광,2012,3,1,봄,8394
중국,상용,2012,3,1,봄,6388
중국,공용,2012,3,1,봄,4240
중국,기타,2012,3,1,봄,4361
일본,관광,2012,3,1,봄,5757
일본,상용,2012,3,1,봄,4255
일본,공용,2012,3,1,봄,2846
일본,기타,2012,3,1,봄,2695
미국,관광,2012,3,1,봄,4297
미국,상용,2012,3,1,봄,3218
미국,공용,2012,3,1,봄,2227
미국,기타,2012,3,1,봄,2167
베트남,관광,2012,3,1,봄,2851
베트남,상용,2012,3,1,봄,2152
베트남,공용,2012,3,1,봄,1493
베트남,기타,2012,3,1,봄,1431
태국,관광,2012,3,1,봄,2805
태국,상용,2012,3,1,봄,2115
태국,공용,2012,3,1,봄,1377
태국,기타,2012,3,1,봄,1447
중국,관광,2012,4,2,여름,8752
중국,상용,2012,4,2,여름,6559
중국,공용,2012,4,2,여름,4486
중국,기타,2012,4,2,여름,4381
일본,관광,2012,4,2,여름,5876
일본,상용,2012,4,2,여름,4576
일본,공용,2012,4,2,여름,2847
일본,기타,2012,4,2,여름,2981
미국,관광,2012,4,2,여름,4417
미국,상용,2012,4,2,여름,3356
미국,공용,2012,4,2,여름,2196
미국,기타,2012,4,2,여름,2195
베트남,관광,2012,4,2,여름,2950
베트남,상용,2012,4,2,여름,2121
베트남,공용,2012,4,2,여름,1527
베트남,기타,2012,4,2,여름,1452
태국,관광,2012,4,2,여름,2885
태국,상용,2012,4,2,여름,2205
태국,공용,2012,4,2,여름,1420
태국,기타,2012,4,2,여름,1515
중국,관광,2012,5,2,여름,8098
중국,상용,2012,5,2,여름,6037
중국,공용,2012,5,2,여름,4055
중국,기타,2012,5,2,여름,4063
일본,관광,2012,5,2,여름,5458
일본,상용,2012,5,2,여름,3975
일본,공용,2012,5,2,여름,2679
일본,기타,2012,5,2,여름,2727
미국,관광,2012,5,2,여름,4087
미국,상용,2012,5,2,여름,3060
미국,공용,2012,5,2,여름,2088
미국,기타,2012,5,2,여름,1998
베트남,관광,2012,5,2,여름,2687
베트남,상용,2012,5,2,여름,2048
베트남,공용,2012,5,2,여름,1369
베트남,기타,2012,5,2,여름,1339
태국,관광,2012,5,2,여름,2737
태국,상용,2012,5,2,여름,2047
태국,공용,2012,5,2,여름,1367
태국,기타,2012,5,2,여름,1397
중국,관광,2012,6,2,여름,7687
중국,상용,2012,6,2,여름,5752
중국,공용,2012,6,2,여름,3817
중국,기타,2012,6,2,여름,3921
일본,관광,2012,6,2,여름,5268
일본,상용,2012,6,2,여름,3913
일본,공용,2012,6,2,여름,2609
일본,기타,2012,6,2,여름,2617
미국,관광,2012,6,2,여름,3810
미국,상용,2012,6,2,여름,2929
미국,공용,2012,6,2,여름,1979
미국,기타,2012,6,2,여름,1946
베트남,관광,2012,6,2,여름,2539
베트남,상용,2012,6,2,여름,1935
베트남,공용,2012,6,2,여름,1302
베트남,기타,2012,6,2,여름,1275
태국,관광,2012,6,2,여름,2607
태국,상용,2012,6,2,여름,1949
태국,공용,2012,6,2,여름,1295
태국,기타,2012,6,2,여름,1251
중국,관광,2012,7,3,가을,7984
중국,상용,2012,7,3,가을,6167
중국,공용,2012,7,3,가을,4095
중국,기타,2012,7,3,가을,4046
일본,관광,2012,7,3,가을,5364
일본,상용,2012,7,3,가을,4003
일본,공용,2012,7,3,가을,2720
일본,기타,2012,7,3,가을,2707
미국,관광,2012,7,3,가을,4011
미국,상용,2012,7,3,가을,3195
미국,공용,2012,7,3,가을,2090
미국,기타,2012,7,3,가을,2033
베트남,관광,2012,7,3,가을,2603
베트남,상용,2012,7,3,가을,2038
베트남,공용,2012,7,3,가을,1412
베트남,기타,2012,7,3,가을,1305
태국,관광,2012,7,3,가을,2668
태국,상용,2012,7,3,가을,2051
태국,공용,2012,7,3,가을,1384
태국,기타,2012,7,3,가을,1369
중국,관광,2012,8,3,가을,9257
중국,상용,2012,8,3,가을,6929
중국,공용,2012,8,3,가을,4690
중국,기타,2012,8,3,가을,4676
일본,관광,2012,8,3,가을,6264
일본,상용,2012,8,3,가을,4690
일본,공용,2012,8,3,가을,3079
일본,기타,2012,8,3,가을,3018
미국,관광,2012,8,3,가을,4774
미국,상용,2012,8,3,가을,3405
미국,공용,2012,8,3,가을,2362
미국,기타,2012,8,3,가을,2262
베트남,관광,2012,8,3,가을,3140
베트남,상용,2012,8,3,가을,2293
베트남,공용,2012,8,3,가을,1557
베트남,기타,2012,8,3,가을,1651
태국,관광,2012,8,3,가을,3107
태국,상용,2012,8,3,가을,2335
태국,공용,2012,8,3,가을,1565
태국,기타,2012,8,3,가을,1521
중국,관광,2012,9,3,가을,8455
중국,상용,2012,9,3,가을,6366
중국,공용,2012,9,3,가을,4268
중국,기타,2012,9,3,가을,4219
일본,관광,2012,9,3,가을,5649
일본,상용,2012,9,3,가을,4287
일본,공용,2012,9,3,가을,2767
일본,기타,2012,9,3,가을,2765
미국,관광,2012,9,3,가을,4290
미국,상용,2012,9,3,가을,3233
미국,공용,2012,9,3,가을,2126
미국,기타,2012,9,3,가을,2142
베트남,관광,2012,9,3,가을,2826
베트남,상용,2012,9,3,가을,2181
베트남,공용,2012,9,3,가을,1368
베트남,기타,2012,9,3,가을,1363
태국,관광,2012,9,3,가을,2848
태국,상용,2012,9,3,가을,2050
태국,공용,2012,9,3,가을,1362
태국,기타,2012,9,3,가을,1422
중국,관광,2012,10,4,겨울,9759
중국,상용,2012,10,4,겨울,7073
중국,공용,2012,10,4,겨울,4899
중국,기타,2012,10,4,겨울,4820
일본,관광,2012,10,4,겨울,6600
일본,상용,2012,10,4,겨울,4876
일본,공용,2012,10,4,겨울,3218
일본,기타,2012,10,4,겨울,3235
미국,관광,2012,10,4,겨울,4902
미국,상용,2012,10,4,겨울,3620
미국,공용,2012,10,4,겨울,2327
미국,기타,2012,10,4,겨울,2459
베트남,관광,2012,10,4,겨울,3269
베트남,상용,2012,10,4,겨울,2469
베트남,공용,2012,10,4,겨울,1610
베트남,기타,2012,10,4,겨울,1589
태국,관광,2012,10,4,겨울,3254
태국,상용,2012,10,4,겨울,2413
태국,공용,2012,10,4,겨울,1601
태국,기타,2012,10,4,겨울,1575
중국,관광,2012,11,4,겨울,8062
중국,상용,2012,11,4,겨울,5966
중국,공용,2012,11,4,겨울,4035
중국,기타,2012,11,4,겨울,4080
일본,관광,2012,11,4,겨울,5431
일본,상용,2012,11,4,겨울,4077
일본,공용,2012,11,4,겨울,2639
일본,기타,2012,11,4,겨울,2715
미국,관광,2012,11,4,겨울,4032
미국,상용,2012,11,4,겨울,2965
미국,공용,2012,11,4,겨울,1975
미국,기타,2012,11,4,겨울,1984
베트남,관광,2012,11,4,겨울,2708
베트남,상용,2012,11,4,겨울,2084
베트남,공용,2012,11,4,겨울,1333
베트남,기타,2012,11,4,겨울,1354
태국,관광,2012,11,4,겨울,2710
태국,상용,2012,11,4,겨울,2012
태국,공용,2012,11,4,겨울,1305
태국,기타,2012,11,4,겨울,1343
중국,관광,2012,12,4,겨울,8347
중국,상용,2012,12,4,겨울,6441
중국,공용,2012,12,4,겨울,4322
중국,기타,2012,12,4,겨울,4248
일본,관광,2012,12,4,겨울,5751
일본,상용,2012,12,4,겨울,4209
일본,공용,2012,12,4,겨울,2764
일본,기타,2012,12,4,겨울,2870
미국,관광,2012,12,4,겨울,4235
미국,상용,2012,12,4,겨울,3202
미국,공용,2012,12,4,겨울,2149
미국,기타,2012,12,4,겨울,2050
베트남,관광,2012,12,4,겨울,2800
베트남,상용,2012,12,4,겨울,2118
베트남,공용,2012,12,4,겨울,1405
베트남,기타,2012,12,4,겨울,1428
태국,관광,2012,12,4,겨울,2817
태국,상용,2012,12,4,겨울,2119
태국,공용,2012,12,4,겨울,1457
태국,기타,2012,12,4,겨울,1427
중국,관광,2013,1,1,봄,6798
중국,상용,2013,1,1,봄,5115
중국,공용,2013,1,1,봄,3411
중국,기타,2013,1,1,봄,3346
일본,관광,2013,1,1,봄,4488
일본,상용,2013,1,1,봄,3310
일본,공용,2013,1,1,봄,2250
일본,기타,2013,1,1,봄,2143
미국,관광,2013,1,1,봄,3407
미국,상용,2013,1,1,봄,2477
미국,공용,2013,1,1,봄,1609
미국,기타,2013,1,1,봄,1634
베트남,관광,2013,1,1,봄,2195
베트남,상용,2013,1,1,봄,1588
베트남,공용,2013,1,1,봄,1121
베트남,기타,2013,1,1,봄,1109
태국,관광,2013,1,1,봄,2183
태국,상용,2013,1,1,봄,1598
태국,공용,2013,1,1,봄,1127
태국,기타,2013,1,1,봄,1165
중국,관광,2013,2,1,봄,7359
중국,상용,2013,2,1,봄,5243
중국,공용,2013,2,1,봄,3509
중국,기타,2013,2,1,봄,3595
일본,관광,2013,2,1,봄,4718
일본,상용,2013,2,1,봄,3505
일본,공용,2013,2,1,봄,2315
일본,기타,2013,2,1,봄,2342
미국,관광,2013,2,1,봄,3704
미국,상용,2013,2,1,봄,2660
미국,공용,2013,2,1,봄,1710
미국,기타,2013,2,1,봄,1806
베트남,관광,2013,2,1,봄,2368
베트남,상용,2013,2,1,봄,1775
베트남,공용,2013,2,1,봄,1173
베트남,기타,2013,2,1,봄,1137
태국,관광,2013,2,1,봄,2394
태국,상용,2013,2,1,봄,1762
태국,공용,2013,2,1,봄,1162
태국,기타,2013,2,1,봄,1154
중국,관광,2013,3,1,봄,8869
중국,상용,2013,3,1,봄,6609
중국,공용,2013,3,1,봄,4289
중국,기타,2013,3,1,봄,4381
일본,관광,2013,3,1,봄,5981
일본,상용,2013,3,1,봄,4353
일본,공용,2013,3,1,봄,2926
일본,기타,2013,3,1,봄,2884
미국,관광,2013,3,1,봄,4378
미국,상용,2013,3,1,봄,3294
미국,공용,2013,3,1,봄,2256
미국,기타,2013,3,1,봄,2265
베트남,관광,2013,3,1,봄,2971
베트남,상용,2013,3,1,봄,2194
베트남,공용,2013,3,1,봄,1459
베트남,기타,2013,3,1,봄,1490
태국,관광,2013,3,1,봄,2871
태국,상용,2013,3,1,봄,2162
태국,공용,2013,3,1,봄,1489
태국,기타,2013,3,1,봄,1461
중국,관광,2013,4,2,여름,9266
중국,상용,2013,4,2,여름,6837
중국,공용,2013,4,2,여름,4630
중국,기타,2013,4,2,여름,4558
일본,관광,2013,4,2,여름,6228
일본,상용,2013,4,2,여름,4571
일본,공용,2013,4,2,여름,3091
일본,기타,2013,4,2,여름,3119
미국,관광,2013,4,2,여름,4618
미국,상용,2013,4,2,여름,3422
미국,공용,2013,4,2,여름,2324
미국,기타,2013,4,2,여름,2280
베트남,관광,2013,4,2,여름,3079
베트남,상용,2013,4,2,여름,2344
베트남,공용,2013,4,2,여름,1549
베트남,기타,2013,4,2,여름,1498
태국,관광,2013,4,2,여름,2991
태국,상용,2013,4,2,여름,2317
태국,공용,2013,4,2,여름,1542
태국,기타,2013,4,2,여름,1502
중국,관광,2013,5,2,여름,8514
중국,상용,2013,5,2,여름,6414
중국,공용,2013,5,2,여름,4264
중국,기타,2013,5,2,여름,4249
일본,관광,2013,5,2,여름,5615
일본,상용,2013,5,2,여름,4155
일본,공용,2013,5,2,여름,2759
일본,기타,2013,5,2,여름,2808
미국,관광,2013,5,2,여름,4186
미국,상용,2013,5,2,여름,3054
미국,공용,2013,5,2,여름,2051
미국,기타,2013,5,2,여름,2059
베트남,관광,2013,5,2,여름,2785
베트남,상용,2013,5,2,여름,2123
베트남,공용,2013,5,2,여름,1471
베트남,기타,2013,5,2,여름,1356
태국,관광,2013,5,2,여름,2794
태국,상용,2013,5,2,여름,2122
태국,공용,2013,5,2,여름,1425
태국,기타,2013,5,2,여름,1451
중국,관광,2013,6,2,여름,7906
중국,상용,2013,6,2,여름,5928
중국,공용,2013,6,2,여름,3911
중국,기타,2013,6,2,여름,3990
일본,관광,2013,6,2,여름,5262
일본,상용,2013,6,2,여름,4040
일본,공용,2013,6,2,여름,2647
일본,기타,2013,6,2,여름,2760
미국,관광,2013,6,2,여름,4045
미국,상용,2013,6,2,여름,2976
미국,공용,2013,6,2,여름,2017
미국,기타,2013,6,2,여름,2004
베트남,관광,2013,6,2,여름,2661
베트남,상용,2013,6,2,여름,1986
베트남,공용,2013,6,2,여름,1357
베트남,기타,2013,6,2,여름,1320
태국,관광,2013,6,2,여름,2611
태국,상용,2013,6,2,여름,2067
태국,공용,2013,6,2,여름,1358
태국,기타,2013,6,2,여름,1372
중국,관광,2013,7,3,가을,8626
중국,상용,2013,7,3,가을,6263
중국,공용,2013,7,3,가을,4197
중국,기타,2013,7,3,가을,4150
일본,관광,2013,7,3,가을,5674
일본,상용,2013,7,3,가을,4162
일본,공용,2013,7,3,가을,2865
일본,기타,2013,7,3,가을,2736
미국,관광,2013,7,3,가을,4339
미국,상용,2013,7,3,가을,3122
미국,공용,2013,7,3,가을,2119
미국,기타,2013,7,3,가을,2037
베트남,관광,2013,7,3,가을,2851
베트남,상용,2013,7,3,가을,2043
베트남,공용,2013,7,3,가을,1381
베트남,기타,2013,7,3,가을,1429
태국,관광,2013,7,3,가을,2914
태국,상용,2013,7,3,가을,2156
태국,공용,2013,7,3,가을,1423
태국,기타,2013,7,3,가을,1419
중국,관광,2013,8,3,가을,9789
중국,상용,2013,8,3,가을,7060
중국,공용,2013,8,3,가을,4825
중국,기타,2013,8,3,가을,4807
일본,관광,2013,8,3,가을,6529
일본,상용,2013,8,3,가을,4761
일본,공용,2013,8,3,가을,3222
일본,기타,2013,8,3,가을,3214
미국,관광,2013,8,3,가을,4905
미국,상용,2013,8,3,가을,3534
미국,공용,2013,8,3,가을,2440
미국,기타,2013,8,3,가을,2395
베트남,관광,2013,8,3,가을,3258
베트남,상용,2013,8,3,가을,2402
베트남,공용,2013,8,3,가을,1631
베트남,기타,2013,8,3,가을,1582
태국,관광,2013,8,3,가을,3338
태국,상용,2013,8,3,가을,2457
태국,공용,2013,8,3,가을,1560
태국,기타,2013,8,3,가을,1615
중국,관광,2013,9,3,가을,8785
중국,상용,2013,9,3,가을,6578
중국,공용,2013,9,3,가을,4399
중국,기타,2013,9,3,가을,4411
일본,관광,2013,9,3,가을,5822
일본,상용,2013,9,3,가을,4441
일본,공용,2013,9,3,가을,2927
일본,기타,2013,9,3,가을,2988
미국,관광,2013,9,3,가을,4479
미국,상용,2013,9,3,가을,3294
미국,공용,2013,9,3,가을,2170
미국,기타,2013,9,3,가을,2207
베트남,관광,2013,9,3,가을,2930
베트남,상용,2013,9,3,가을,2184
베트남,공용,2013,9,3,가을,1434
베트남,기타,2013,9,3,가을,1436
태국,관광,2013,9,3,가을,3030
태국,상용,2013,9,3,가을,2239
태국,공용,2013,9,3,가을,1418
태국,기타,2013,9,3,가을,1496
중국,관광,2013,10,4,겨울,10060
중국,상용,2013,10,4,겨울,7563
중국,공용,2013,10,4,겨울,5014
중국,기타,2013,10,4,겨울,5086
일본,관광,2013,10,4,겨울,6653
일본,상용,2013,10,4,겨울,4969
일본,공용,2013,10,4,겨울,3342
일본,기타,2013,10,4,겨울,3333
미국,관광,2013,10,4,겨울,5076
미국,상용,2013,10,4,겨울,3856
미국,공용,2013,10,4,겨울,2514
미국,기타,2013,10,4,겨울,2518
베트남,관광,2013,10,4,겨울,3405
베트남,상용,2013,10,4,겨울,2525
베트남,공용,2013,10,4,겨울,1730
베트남,기타,2013,10,4,겨울,1705
태국,관광,2013,10,4,겨울,3313
태국,상용,2013,10,4,겨울,2496
태국,공용,2013,10,4,겨울,1647
태국,기타,2013,10,4,겨울,1603
중국,관광,2013,11,4,겨울,8414
중국,상용,2013,11,4,겨울,6281
중국,공용,2013,11,4,겨울,4286
중국,기타,2013,11,4,겨울,4199
일본,관광,2013,11,4,겨울,5491
일본,상용,2013,11,4,겨울,4068
일본,공용,2013,11,4,겨울,2768
일본,기타,2013,11,4,겨울,2741
미국,관광,2013,11,4,겨울,4113
미국,상용,2013,11,4,겨울,3075
미국,공용,2013,11,4,겨울,2173
미국,기타,2013,11,4,겨울,2148
베트남,관광,2013,11,4,겨울,2707
베트남,상용,2013,11,4,겨울,2065
베트남,공용,2013,11,4,겨울,1359
베트남,기타,2013,11,4,겨울,1460
태국,관광,2013,11,4,겨울,2875
태국,상용,2013,11,4,겨울,2070
태국,공용,2013,11,4,겨울,1387
태국,기타,2013,11,4,겨울,1405
중국,관광,2013,12,4,겨울,8873
중국,상용,2013,12,4,겨울,6570
중국,공용,2013,12,4,겨울,4472
중국,기타,2013,12,4,겨울,4438
일본,관광,2013,12,4,겨울,5890
일본,상용,2013,12,4,겨울,4387
일본,공용,2013,12,4,겨울,2798
일본,기타,2013,12,4,겨울,2917
미국,관광,2013,12,4,겨울,4341
미국,상용,2013,12,4,겨울,3434
미국,공용,2013,12,4,겨울,2243
미국,기타,2013,12,4,겨울,2245
베트남,관광,2013,12,4,겨울,2960
베트남,상용,2013,12,4,겨울,2284
베트남,공용,2013,12,4,겨울,1484
베트남,기타,2013,12,4,겨울,1398
